Entity,Code,Year,Annual CO2 emissions from gas (per capita)
Colombia,COL,1988,0.2367
Colombia,COL,1989,0.2176
Colombia,COL,1990,0.2529
Colombia,COL,1991,0.2576
Colombia,COL,1992,0.243
Colombia,COL,1993,0.2463
Colombia,COL,1994,0.251
Colombia,COL,1995,0.2278
Colombia,COL,1996,0.276
Colombia,COL,1997,0.3301
Colombia,COL,1998,0.3394
Colombia,COL,1999,0.2872
Colombia,COL,2000,0.3151
Colombia,COL,2001,0.3294
Colombia,COL,2002,0.3241
Colombia,COL,2003,0.3057
Colombia,COL,2004,0.3173
Colombia,COL,2005,0.3284
Colombia,COL,2006,0.3248
Colombia,COL,2007,0.3208
Colombia,COL,2008,0.3958
Colombia,COL,2009,0.4491
Colombia,COL,2010,0.4862
Colombia,COL,2011,0.461
Colombia,COL,2012,0.497
Colombia,COL,2013,0.4805
Colombia,COL,2014,0.5
Colombia,COL,2015,0.4861
Colombia,COL,2016,0.4555
Colombia,COL,2017,0.4594
Colombia,COL,2018,0.4721
Colombia,COL,2019,0.4741
Colombia,COL,2020,0.4858
Congo,COG,1969,0.0056
Congo,COG,1970,0.0604
Congo,COG,1971,0.1019
Congo,COG,1972,0.114
Congo,COG,1973,0.0203
Congo,COG,1974,0.0221
Congo,COG,1975,0.0215
Congo,COG,1976,0.0093
Congo,COG,1978,0.0022
Congo,COG,1979,0.0021
Congo,COG,1980,0.0021
Congo,COG,1982,0.0019
Congo,COG,1983,0.0019
Congo,COG,1984,0.0018
Congo,COG,1985,0.0036
Congo,COG,1986,0.0017
Congo,COG,1987,0.0017
Congo,COG,1988,0.0016
Congo,COG,1989,0.0016
Congo,COG,2003,0.0097
Congo,COG,2004,0.0104
Congo,COG,2005,0.0121
Congo,COG,2006,0.0117
Congo,COG,2007,0.0104
Congo,COG,2008,0.0119
Congo,COG,2009,0.0256
Congo,COG,2010,0.0454
Congo,COG,2011,0.0642
Congo,COG,2012,0.0903
Congo,COG,2013,0.1252
Congo,COG,2014,0.1105
Congo,COG,2015,0.2022
Congo,COG,2016,0.2258
Congo,COG,2017,0.2316
Congo,COG,2018,0.2257
Congo,COG,2019,0.1742
Congo,COG,2020,0.1752
Cote d'Ivoire,CIV,1995,0.0067
Cote d'Ivoire,CIV,1996,0.0585
Cote d'Ivoire,CIV,1997,0.0928
Cote d'Ivoire,CIV,1998,0.1051
Cote d'Ivoire,CIV,1999,0.1491
Cote d'Ivoire,CIV,2000,0.147
Cote d'Ivoire,CIV,2001,0.1557
Cote d'Ivoire,CIV,2002,0.1552
Cote d'Ivoire,CIV,2003,0.1335
Cote d'Ivoire,CIV,2004,0.1662
Cote d'Ivoire,CIV,2005,0.1817
Cote d'Ivoire,CIV,2006,0.167
Cote d'Ivoire,CIV,2007,0.1506
Cote d'Ivoire,CIV,2008,0.1549
Cote d'Ivoire,CIV,2009,0.1388
Cote d'Ivoire,CIV,2010,0.1479
Cote d'Ivoire,CIV,2011,0.1424
Cote d'Ivoire,CIV,2012,0.1515
Cote d'Ivoire,CIV,2013,0.1697
Cote d'Ivoire,CIV,2014,0.167
Cote d'Ivoire,CIV,2015,0.1661
Cote d'Ivoire,CIV,2016,0.2004
Cote d'Ivoire,CIV,2017,0.1765
Cote d'Ivoire,CIV,2018,0.1567
Cote d'Ivoire,CIV,2019,0.1595
Cote d'Ivoire,CIV,2020,0.161
Croatia,HRV,1929,0.0017
Croatia,HRV,1930,0.0029
Croatia,HRV,1931,0.0038
Croatia,HRV,1932,0.0012
Croatia,HRV,1936,0.0011
Croatia,HRV,1937,0.0012
Croatia,HRV,1938,0.0017
Croatia,HRV,1939,0.0017
Croatia,HRV,1945,0.0018
Croatia,HRV,1946,0.0049
Croatia,HRV,1947,0.0086
Croatia,HRV,1948,0.006
Croatia,HRV,1949,0.0059
Croatia,HRV,1950,0.0168
Croatia,HRV,1951,0.0139
Croatia,HRV,1952,0.017
Croatia,HRV,1953,0.0249
Croatia,HRV,1954,0.0278
Croatia,HRV,1955,0.0354
Croatia,HRV,1956,0.0401
Croatia,HRV,1957,0.0414
Croatia,HRV,1958,0.0434
Croatia,HRV,1959,0.0453
Croatia,HRV,1960,0.0477
Croatia,HRV,1961,0.0567
Croatia,HRV,1962,0.0557
Croatia,HRV,1963,0.0661
Croatia,HRV,1964,0.0863
Croatia,HRV,1965,0.1085
Croatia,HRV,1966,0.1023
Croatia,HRV,1967,0.0982
Croatia,HRV,1968,0.1112
Croatia,HRV,1969,0.1307
Croatia,HRV,1970,0.1751
Croatia,HRV,1971,0.2083
Croatia,HRV,1972,0.2546
Croatia,HRV,1973,0.2227
Croatia,HRV,1974,0.2458
Croatia,HRV,1975,0.2551
Croatia,HRV,1976,0.2591
Croatia,HRV,1977,0.2729
Croatia,HRV,1978,0.2837
Croatia,HRV,1979,0.3275
Croatia,HRV,1980,0.4078
Croatia,HRV,1981,0.5683
Croatia,HRV,1982,0.5605
Croatia,HRV,1983,0.6159
Croatia,HRV,1984,0.7506
Croatia,HRV,1985,0.7742
Croatia,HRV,1986,0.7809
Croatia,HRV,1987,0.8728
Croatia,HRV,1988,0.8602
Croatia,HRV,1989,0.9256
Croatia,HRV,1990,1.0202
Croatia,HRV,1991,0.8576
Croatia,HRV,1992,0.9111
Croatia,HRV,1993,1.0073
Croatia,HRV,1994,0.9429
Croatia,HRV,1995,0.8325
Croatia,HRV,1996,0.9428
Croatia,HRV,1997,1.003
Croatia,HRV,1998,0.9575
Croatia,HRV,1999,1.0033
Croatia,HRV,2000,1.0303
Croatia,HRV,2001,1.1004
Croatia,HRV,2002,1.1432
Croatia,HRV,2003,1.1175
Croatia,HRV,2004,1.1989
Croatia,HRV,2005,1.1686
Croatia,HRV,2006,1.1576
Croatia,HRV,2007,1.3458
Croatia,HRV,2008,1.308
Croatia,HRV,2009,1.2108
Croatia,HRV,2010,1.3198
Croatia,HRV,2011,1.2901
Croatia,HRV,2012,1.2093
Croatia,HRV,2013,1.1485
Croatia,HRV,2014,1.0116
Croatia,HRV,2015,1.0539
Croatia,HRV,2016,1.1237
Croatia,HRV,2017,1.2987
Croatia,HRV,2018,1.2132
Croatia,HRV,2019,1.2698
Croatia,HRV,2020,1.3241
Cuba,CUB,1971,0.0004
Cuba,CUB,1972,0.0016
Cuba,CUB,1973,0.0032
Cuba,CUB,1974,0.0039
Cuba,CUB,1975,0.0035
Cuba,CUB,1976,0.0042
Cuba,CUB,1977,0.0034
Cuba,CUB,1978,0.0023
Cuba,CUB,1979,0.0034
Cuba,CUB,1980,0.0033
Cuba,CUB,1981,0.0026
Cuba,CUB,1982,0.0018
Cuba,CUB,1983,0.0015
Cuba,CUB,1984,0.0007
Cuba,CUB,1985,0.0011
Cuba,CUB,1986,0.0011
Cuba,CUB,1987,0.0043
Cuba,CUB,1988,0.0039
Cuba,CUB,1989,0.0059
Cuba,CUB,1990,0.0066
Cuba,CUB,1991,0.0065
Cuba,CUB,1992,0.0038
Cuba,CUB,1993,0.0041
Cuba,CUB,1994,0.0034
Cuba,CUB,1995,0.003
Cuba,CUB,1996,0.0033
Cuba,CUB,1997,0.0063
Cuba,CUB,1998,0.0209
Cuba,CUB,1999,0.0797
Cuba,CUB,2000,0.0991
Cuba,CUB,2001,0.1024
Cuba,CUB,2002,0.1001
Cuba,CUB,2003,0.1126
Cuba,CUB,2004,0.1202
Cuba,CUB,2005,0.1266
Cuba,CUB,2006,0.1848
Cuba,CUB,2007,0.2078
Cuba,CUB,2008,0.1982
Cuba,CUB,2009,0.1975
Cuba,CUB,2010,0.1835
Cuba,CUB,2011,0.1741
Cuba,CUB,2012,0.1764
Cuba,CUB,2013,0.1812
Cuba,CUB,2014,0.2038
Cuba,CUB,2015,0.2109
Cuba,CUB,2016,0.2007
Cuba,CUB,2017,0.178
Cuba,CUB,2018,0.1642
Cuba,CUB,2019,0.1984
Cuba,CUB,2020,0.1866
Curacao,CUW,2015,1.7191
Curacao,CUW,2016,1.7062
Curacao,CUW,2017,0.8595
Curacao,CUW,2018,0.6304
Curacao,CUW,2019,0.7584
Curacao,CUW,2020,0.7098
Cyprus,CYP,1990,0.0024
Cyprus,CYP,1991,0.0019
Cyprus,CYP,1992,0.0024
Cyprus,CYP,1993,0.002
Cyprus,CYP,1994,0.002
Cyprus,CYP,1995,0.0018
Cyprus,CYP,1996,0.0016
Cyprus,CYP,1997,0.0012
Cyprus,CYP,1998,0.0009
Cyprus,CYP,1999,0.001
Cyprus,CYP,2000,0.0018
Cyprus,CYP,2001,0.0002
Cyprus,CYP,2002,0.0004
Cyprus,CYP,2003,0.0007
Cyprus,CYP,2004,0.0009
Cyprus,CYP,2005,0.0009
Cyprus,CYP,2006,0.0011
Cyprus,CYP,2007,0.001
Cyprus,CYP,2008,0.0005
Cyprus,CYP,2009,0.001
Cyprus,CYP,2010,0.0007
Cyprus,CYP,2011,0.0008
Cyprus,CYP,2012,0.0005
Cyprus,CYP,2013,0.0007
Cyprus,CYP,2014,0.0004
Cyprus,CYP,2015,0.0003
Cyprus,CYP,2016,0.0003
Cyprus,CYP,2017,0.0004
Cyprus,CYP,2018,0.0002
Cyprus,CYP,2019,0.0002
Cyprus,CYP,2020,0.0002
Czechia,CZE,1929,0.0002
Czechia,CZE,1930,0.0002
Czechia,CZE,1936,0.0002
Czechia,CZE,1937,0.0002
Czechia,CZE,1938,0.0002
Czechia,CZE,1940,0.0002
Czechia,CZE,1941,0.0002
Czechia,CZE,1945,0.0002
Czechia,CZE,1946,0.0002
Czechia,CZE,1950,0.0037
Czechia,CZE,1951,0.0076
Czechia,CZE,1952,0.0122
Czechia,CZE,1953,0.0161
Czechia,CZE,1954,0.0164
Czechia,CZE,1955,0.0162
Czechia,CZE,1956,0.0258
Czechia,CZE,1957,0.0769
Czechia,CZE,1958,0.1236
Czechia,CZE,1959,0.1463
Czechia,CZE,1960,0.1414
Czechia,CZE,1961,0.1375
Czechia,CZE,1962,0.1155
Czechia,CZE,1963,0.1073
Czechia,CZE,1964,0.101
Czechia,CZE,1965,0.0909
Czechia,CZE,1966,0.1009
Czechia,CZE,1967,0.1239
Czechia,CZE,1968,0.1508
Czechia,CZE,1969,0.1865
Czechia,CZE,1970,0.2034
Czechia,CZE,1971,0.2349
Czechia,CZE,1972,0.257
Czechia,CZE,1973,0.2779
Czechia,CZE,1974,0.3395
Czechia,CZE,1975,0.3761
Czechia,CZE,1976,0.4237
Czechia,CZE,1977,0.5324
Czechia,CZE,1978,0.5939
Czechia,CZE,1979,0.6477
Czechia,CZE,1980,0.82
Czechia,CZE,1981,0.7118
Czechia,CZE,1982,0.7604
Czechia,CZE,1983,0.7576
Czechia,CZE,1984,0.8468
Czechia,CZE,1985,0.8507
Czechia,CZE,1986,0.9515
Czechia,CZE,1987,0.9617
Czechia,CZE,1988,0.9648
Czechia,CZE,1989,1.0792
Czechia,CZE,1990,1.215
Czechia,CZE,1991,1.1883
Czechia,CZE,1992,1.3169
Czechia,CZE,1993,1.3328
Czechia,CZE,1994,1.3466
Czechia,CZE,1995,1.5087
Czechia,CZE,1996,1.7428
Czechia,CZE,1997,1.7829
Czechia,CZE,1998,1.7844
Czechia,CZE,1999,1.7922
Czechia,CZE,2000,1.7621
Czechia,CZE,2001,1.8788
Czechia,CZE,2002,1.808
Czechia,CZE,2003,1.8525
Czechia,CZE,2004,1.8668
Czechia,CZE,2005,1.8283
Czechia,CZE,2006,1.7879
Czechia,CZE,2007,1.6854
Czechia,CZE,2008,1.6589
Czechia,CZE,2009,1.5554
Czechia,CZE,2010,1.7457
Czechia,CZE,2011,1.592
Czechia,CZE,2012,1.5708
Czechia,CZE,2013,1.589
Czechia,CZE,2014,1.4263
Czechia,CZE,2015,1.5006
Czechia,CZE,2016,1.6017
Czechia,CZE,2017,1.6646
Czechia,CZE,2018,1.5602
Czechia,CZE,2019,1.6242
Czechia,CZE,2020,1.6479
Democratic Republic of Congo,COD,2006,0.0004
Democratic Republic of Congo,COD,2007,0.0008
Democratic Republic of Congo,COD,2008,0.0007
Democratic Republic of Congo,COD,2009,0.0007
Democratic Republic of Congo,COD,2010,0.0007
Democratic Republic of Congo,COD,2011,0.0007
Democratic Republic of Congo,COD,2014,0
Democratic Republic of Congo,COD,2015,0
Denmark,DNK,1983,0.0057
Denmark,DNK,1984,0.0423
Denmark,DNK,1985,0.2515
Denmark,DNK,1986,0.4162
Denmark,DNK,1987,0.5283
Denmark,DNK,1988,0.6187
Denmark,DNK,1989,0.7042
Denmark,DNK,1990,0.8462
Denmark,DNK,1991,0.9539
Denmark,DNK,1992,0.9991
Denmark,DNK,1993,1.1272
Denmark,DNK,1994,1.2561
Denmark,DNK,1995,1.4474
Denmark,DNK,1996,1.6953
Denmark,DNK,1997,1.7764
Denmark,DNK,1998,1.9218
Denmark,DNK,1999,2.0127
Denmark,DNK,2000,1.9921
Denmark,DNK,2001,2.0725
Denmark,DNK,2002,2.0653
Denmark,DNK,2003,2.0818
Denmark,DNK,2004,2.0645
Denmark,DNK,2005,1.9717
Denmark,DNK,2006,1.9988
Denmark,DNK,2007,1.7803
Denmark,DNK,2008,1.7873
Denmark,DNK,2009,1.7031
Denmark,DNK,2010,1.9027
Denmark,DNK,2011,1.609
Denmark,DNK,2012,1.4996
Denmark,DNK,2013,1.4082
Denmark,DNK,2014,1.2034
Denmark,DNK,2015,1.2142
Denmark,DNK,2016,1.2278
Denmark,DNK,2017,1.1651
Denmark,DNK,2018,1.1259
Denmark,DNK,2019,1.0417
Denmark,DNK,2020,0.8325
Dominican Republic,DOM,2003,0.0642
Dominican Republic,DOM,2004,0.0265
Dominican Republic,DOM,2005,0.0519
Dominican Republic,DOM,2006,0.064
Dominican Republic,DOM,2007,0.1075
Dominican Republic,DOM,2008,0.098
Dominican Republic,DOM,2009,0.0949
Dominican Republic,DOM,2010,0.1512
Dominican Republic,DOM,2011,0.171
Dominican Republic,DOM,2012,0.2003
Dominican Republic,DOM,2013,0.2027
Dominican Republic,DOM,2014,0.1972
Dominican Republic,DOM,2015,0.197
Dominican Republic,DOM,2016,0.1839
Dominican Republic,DOM,2017,0.2084
Dominican Republic,DOM,2018,0.2055
Dominican Republic,DOM,2019,0.2457
Dominican Republic,DOM,2020,0.2286
EU-27,,1902,0
EU-27,,1903,0
EU-27,,1904,0
EU-27,,1905,0
EU-27,,1906,0
EU-27,,1907,0
EU-27,,1908,0
EU-27,,1909,0.0001
EU-27,,1910,0.0001
EU-27,,1911,0.0001
EU-27,,1912,0
EU-27,,1913,0.0002
EU-27,,1914,0.0001
EU-27,,1915,0.0002
EU-27,,1916,0.0005
EU-27,,1917,0.0004
EU-27,,1918,0.0004
EU-27,,1919,0.0012
EU-27,,1920,0.0035
EU-27,,1921,0.0035
EU-27,,1922,0.0038
EU-27,,1923,0.0038
EU-27,,1924,0.0044
EU-27,,1925,0.0049
EU-27,,1926,0.0048
EU-27,,1927,0.0054
EU-27,,1928,0.0059
EU-27,,1929,0.0071
EU-27,,1930,0.0104
EU-27,,1931,0.0115
EU-27,,1932,0.0118
EU-27,,1933,0.012
EU-27,,1934,0.014
EU-27,,1935,0.014
EU-27,,1936,0.0158
EU-27,,1937,0.015
EU-27,,1938,0.0143
EU-27,,1939,0.0125
EU-27,,1940,0.0112
EU-27,,1941,0.0101
EU-27,,1942,0.0116
EU-27,,1943,0.0098
EU-27,,1944,0.0077
EU-27,,1945,0.011
EU-27,,1946,0.0118
EU-27,,1947,0.0122
EU-27,,1948,0.0215
EU-27,,1949,0.035
EU-27,,1950,0.0308
EU-27,,1951,0.0361
EU-27,,1952,0.0428
EU-27,,1953,0.0544
EU-27,,1954,0.0606
EU-27,,1955,0.0692
EU-27,,1956,0.0789
EU-27,,1957,0.0924
EU-27,,1958,0.1032
EU-27,,1959,0.1215
EU-27,,1960,0.1413
EU-27,,1961,0.1572
EU-27,,1962,0.1747
EU-27,,1963,0.1842
EU-27,,1964,0.2015
EU-27,,1965,0.2212
EU-27,,1966,0.2498
EU-27,,1967,0.2926
EU-27,,1968,0.3582
EU-27,,1969,0.4192
EU-27,,1970,0.5126
EU-27,,1971,0.6069
EU-27,,1972,0.7112
EU-27,,1973,0.8051
EU-27,,1974,0.9039
EU-27,,1975,0.9711
EU-27,,1976,1.054
EU-27,,1977,1.0673
EU-27,,1978,1.1177
EU-27,,1979,1.1699
EU-27,,1980,1.1827
EU-27,,1981,1.1751
EU-27,,1982,1.1115
EU-27,,1983,1.1416
EU-27,,1984,1.1667
EU-27,,1985,1.1862
EU-27,,1986,1.1431
EU-27,,1987,1.1917
EU-27,,1988,1.1888
EU-27,,1989,1.3085
EU-27,,1990,1.377
EU-27,,1991,1.4125
EU-27,,1992,1.355
EU-27,,1993,1.372
EU-27,,1994,1.3716
EU-27,,1995,1.4717
EU-27,,1996,1.5926
EU-27,,1997,1.5604
EU-27,,1998,1.5992
EU-27,,1999,1.6486
EU-27,,2000,1.6878
EU-27,,2001,1.7401
EU-27,,2002,1.7472
EU-27,,2003,1.8285
EU-27,,2004,1.8629
EU-27,,2005,1.9074
EU-27,,2006,1.9051
EU-27,,2007,1.8691
EU-27,,2008,1.9204
EU-27,,2009,1.7967
EU-27,,2010,1.9348
EU-27,,2011,1.7871
EU-27,,2012,1.7444
EU-27,,2013,1.6991
EU-27,,2014,1.5084
EU-27,,2015,1.5778
EU-27,,2016,1.6671
EU-27,,2017,1.7277
EU-27,,2018,1.6925
EU-27,,2019,1.7395
EU-27,,2020,1.6906
EU-28,,1902,0
EU-28,,1903,0
EU-28,,1904,0
EU-28,,1905,0
EU-28,,1906,0
EU-28,,1907,0
EU-28,,1908,0
EU-28,,1909,0
EU-28,,1910,0
EU-28,,1911,0
EU-28,,1912,0
EU-28,,1913,0.0002
EU-28,,1914,0.0001
EU-28,,1915,0.0001
EU-28,,1916,0.0005
EU-28,,1917,0.0003
EU-28,,1918,0.0004
EU-28,,1919,0.001
EU-28,,1920,0.003
EU-28,,1921,0.003
EU-28,,1922,0.0033
EU-28,,1923,0.0032
EU-28,,1924,0.0038
EU-28,,1925,0.0042
EU-28,,1926,0.0042
EU-28,,1927,0.0047
EU-28,,1928,0.0051
EU-28,,1929,0.0061
EU-28,,1930,0.0091
EU-28,,1931,0.01
EU-28,,1932,0.0102
EU-28,,1933,0.0105
EU-28,,1934,0.0121
EU-28,,1935,0.0121
EU-28,,1936,0.0137
EU-28,,1937,0.013
EU-28,,1938,0.0124
EU-28,,1939,0.0109
EU-28,,1940,0.0097
EU-28,,1941,0.0087
EU-28,,1942,0.0101
EU-28,,1943,0.0085
EU-28,,1944,0.0067
EU-28,,1945,0.0096
EU-28,,1946,0.0102
EU-28,,1947,0.0106
EU-28,,1948,0.0186
EU-28,,1949,0.0304
EU-28,,1950,0.0267
EU-28,,1951,0.0314
EU-28,,1952,0.0372
EU-28,,1953,0.0473
EU-28,,1954,0.0528
EU-28,,1955,0.0603
EU-28,,1956,0.0688
EU-28,,1957,0.0806
EU-28,,1958,0.0902
EU-28,,1959,0.1062
EU-28,,1960,0.1236
EU-28,,1961,0.1374
EU-28,,1962,0.1529
EU-28,,1963,0.1614
EU-28,,1964,0.177
EU-28,,1965,0.197
EU-28,,1966,0.2219
EU-28,,1967,0.2619
EU-28,,1968,0.3272
EU-28,,1969,0.3942
EU-28,,1970,0.5004
EU-28,,1971,0.6146
EU-28,,1972,0.7401
EU-28,,1973,0.8316
EU-28,,1974,0.9426
EU-28,,1975,1.0083
EU-28,,1976,1.0865
EU-28,,1977,1.1088
EU-28,,1978,1.1584
EU-28,,1979,1.2207
EU-28,,1980,1.2301
EU-28,,1981,1.2257
EU-28,,1982,1.1776
EU-28,,1983,1.2121
EU-28,,1984,1.239
EU-28,,1985,1.2735
EU-28,,1986,1.2357
EU-28,,1987,1.2764
EU-28,,1988,1.2696
EU-28,,1989,1.372
EU-28,,1990,1.4446
EU-28,,1991,1.493
EU-28,,1992,1.4429
EU-28,,1993,1.4885
EU-28,,1994,1.5072
EU-28,,1995,1.612
EU-28,,1996,1.7685
EU-28,,1997,1.7476
EU-28,,1998,1.7985
EU-28,,1999,1.8702
EU-28,,2000,1.9131
EU-28,,2001,1.9561
EU-28,,2002,1.9581
EU-28,,2003,2.0296
EU-28,,2004,2.0641
EU-28,,2005,2.0882
EU-28,,2006,2.0614
EU-28,,2007,2.0313
EU-28,,2008,2.0849
EU-28,,2009,1.9441
EU-28,,2010,2.0903
EU-28,,2011,1.8923
EU-28,,2012,1.8336
EU-28,,2013,1.7911
EU-28,,2014,1.5975
EU-28,,2015,1.663
EU-28,,2016,1.7736
EU-28,,2017,1.817
EU-28,,2018,1.7879
EU-28,,2019,1.8245
EU-28,,2020,1.7726
Ecuador,ECU,1932,0.007
Ecuador,ECU,1933,0.0085
Ecuador,ECU,1934,0.01
Ecuador,ECU,1935,0.0114
Ecuador,ECU,1936,0.0174
Ecuador,ECU,1937,0.0417
Ecuador,ECU,1938,0.0496
Ecuador,ECU,1939,0.0502
Ecuador,ECU,1940,0.0502
Ecuador,ECU,1941,0.0348
Ecuador,ECU,1942,0.0433
Ecuador,ECU,1943,0.038
Ecuador,ECU,1944,0.0481
Ecuador,ECU,1945,0.0505
Ecuador,ECU,1946,0.0465
Ecuador,ECU,1947,0.0592
Ecuador,ECU,1948,0.0706
Ecuador,ECU,1949,0.0707
Ecuador,ECU,1968,0.0058
Ecuador,ECU,1969,0.0056
Ecuador,ECU,1970,0.0054
Ecuador,ECU,1971,0.0053
Ecuador,ECU,1972,0.0063
Ecuador,ECU,1973,0.01
Ecuador,ECU,1974,0.0097
Ecuador,ECU,1975,0.0105
Ecuador,ECU,1976,0.0102
Ecuador,ECU,1977,0.0129
Ecuador,ECU,1978,0.0126
Ecuador,ECU,1979,0.0108
Ecuador,ECU,1980,0.0092
Ecuador,ECU,1981,0.0161
Ecuador,ECU,1982,0.0205
Ecuador,ECU,1983,0.0234
Ecuador,ECU,1984,0.022
Ecuador,ECU,1985,0.0206
Ecuador,ECU,1986,0.0205
Ecuador,ECU,1987,0.01
Ecuador,ECU,1988,0.0195
Ecuador,ECU,1989,0.0363
Ecuador,ECU,1990,0.0498
Ecuador,ECU,1991,0.0574
Ecuador,ECU,1992,0.0434
Ecuador,ECU,1993,0.0488
Ecuador,ECU,1994,0.0432
Ecuador,ECU,1995,0.0406
Ecuador,ECU,1996,0.0423
Ecuador,ECU,1997,0.0377
Ecuador,ECU,1998,0.0378
Ecuador,ECU,1999,0.0347
Ecuador,ECU,2000,0.0373
Ecuador,ECU,2001,0.0372
Ecuador,ECU,2002,0.0362
Ecuador,ECU,2003,0.0696
Ecuador,ECU,2004,0.0835
Ecuador,ECU,2005,0.0647
Ecuador,ECU,2006,0.0542
Ecuador,ECU,2007,0.0715
Ecuador,ECU,2008,0.064
Ecuador,ECU,2009,0.0744
Ecuador,ECU,2010,0.0771
Ecuador,ECU,2011,0.0687
Ecuador,ECU,2012,0.0905
Ecuador,ECU,2013,0.1012
Ecuador,ECU,2014,0.1022
Ecuador,ECU,2015,0.0947
Ecuador,ECU,2016,0.1004
Ecuador,ECU,2017,0.0917
Ecuador,ECU,2018,0.0821
Ecuador,ECU,2019,0.0722
Ecuador,ECU,2020,0.0614
Egypt,EGY,1964,0.0033
Egypt,EGY,1965,0.0031
Egypt,EGY,1966,0.0034
Egypt,EGY,1967,0.0033
Egypt,EGY,1968,0.0032
Egypt,EGY,1969,0.004
Egypt,EGY,1970,0.0048
Egypt,EGY,1971,0.0046
Egypt,EGY,1972,0.0038
Egypt,EGY,1973,0.0046
Egypt,EGY,1974,0.0021
Egypt,EGY,1975,0.0023
Egypt,EGY,1976,0.0185
Egypt,EGY,1977,0.052
Egypt,EGY,1978,0.0746
Egypt,EGY,1979,0.1308
Egypt,EGY,1980,0.0711
Egypt,EGY,1981,0.0824
Egypt,EGY,1982,0.0896
Egypt,EGY,1983,0.0899
Egypt,EGY,1984,0.1115
Egypt,EGY,1985,0.1397
Egypt,EGY,1986,0.1589
Egypt,EGY,1987,0.192
Egypt,EGY,1988,0.2158
Egypt,EGY,1989,0.2247
Egypt,EGY,1990,0.2319
Egypt,EGY,1991,0.2595
Egypt,EGY,1992,0.2747
Egypt,EGY,1993,0.3091
Egypt,EGY,1994,0.3299
Egypt,EGY,1995,0.4173
Egypt,EGY,1996,0.4356
Egypt,EGY,1997,0.3862
Egypt,EGY,1998,0.3972
Egypt,EGY,1999,0.4684
Egypt,EGY,2000,0.5916
Egypt,EGY,2001,0.6181
Egypt,EGY,2002,0.741
Egypt,EGY,2003,0.7993
Egypt,EGY,2004,0.7769
Egypt,EGY,2005,0.9086
Egypt,EGY,2006,0.9604
Egypt,EGY,2007,1.037
Egypt,EGY,2008,1.0461
Egypt,EGY,2009,1.008
Egypt,EGY,2010,0.9902
Egypt,EGY,2011,1.0964
Egypt,EGY,2012,1.0752
Egypt,EGY,2013,1.0226
Egypt,EGY,2014,0.9035
Egypt,EGY,2015,0.9103
Egypt,EGY,2016,1.004
Egypt,EGY,2017,1.1241
Egypt,EGY,2018,1.0434
Egypt,EGY,2019,1.0119
Egypt,EGY,2020,0.9734
Equatorial Guinea,GNQ,1998,0.0665
Equatorial Guinea,GNQ,1999,0.063
Equatorial Guinea,GNQ,2000,0.0967
Equatorial Guinea,GNQ,2001,0.058
Equatorial Guinea,GNQ,2002,0.2895
Equatorial Guinea,GNQ,2003,0.2775
Equatorial Guinea,GNQ,2004,3.4803
Equatorial Guinea,GNQ,2005,3.329
Equatorial Guinea,GNQ,2006,3.1823
Equatorial Guinea,GNQ,2007,2.3395
Equatorial Guinea,GNQ,2008,2.7182
Equatorial Guinea,GNQ,2009,1.8478
Equatorial Guinea,GNQ,2010,3.2305
Equatorial Guinea,GNQ,2011,3.2017
Equatorial Guinea,GNQ,2012,4.2354
Equatorial Guinea,GNQ,2013,5.2454
Equatorial Guinea,GNQ,2014,4.5707
Equatorial Guinea,GNQ,2015,3.9757
Equatorial Guinea,GNQ,2016,4.4896
Equatorial Guinea,GNQ,2017,4.8732
Equatorial Guinea,GNQ,2018,3.289
Equatorial Guinea,GNQ,2019,2.5145
Equatorial Guinea,GNQ,2020,2.5066
Estonia,EST,1921,0.0001
Estonia,EST,1922,0
Estonia,EST,1923,0
Estonia,EST,1924,0.0003
Estonia,EST,1925,0.0005
Estonia,EST,1926,0.0005
Estonia,EST,1927,0.0005
Estonia,EST,1928,0.0006
Estonia,EST,1929,0.0007
Estonia,EST,1930,0.001
Estonia,EST,1931,0.0016
Estonia,EST,1932,0.0019
Estonia,EST,1933,0.0022
Estonia,EST,1934,0.0028
Estonia,EST,1935,0.0032
Estonia,EST,1936,0.004
Estonia,EST,1937,0.0043
Estonia,EST,1938,0.0043
Estonia,EST,1939,0.0043
Estonia,EST,1940,0.0062
Estonia,EST,1945,0.0063
Estonia,EST,1946,0.0072
Estonia,EST,1947,0.0089
Estonia,EST,1948,0.0099
Estonia,EST,1949,0.0102
Estonia,EST,1950,0.0135
Estonia,EST,1951,0.0144
Estonia,EST,1952,0.0146
Estonia,EST,1953,0.0156
Estonia,EST,1954,0.0169
Estonia,EST,1955,0.0202
Estonia,EST,1956,0.0273
Estonia,EST,1957,0.0427
Estonia,EST,1958,0.0642
Estonia,EST,1959,0.0822
Estonia,EST,1960,0.1057
Estonia,EST,1961,0.1395
Estonia,EST,1962,0.1767
Estonia,EST,1963,0.2182
Estonia,EST,1964,0.2677
Estonia,EST,1965,0.3112
Estonia,EST,1966,0.3454
Estonia,EST,1967,0.3808
Estonia,EST,1968,0.4163
Estonia,EST,1969,0.4465
Estonia,EST,1970,0.4034
Estonia,EST,1971,0.4619
Estonia,EST,1972,0.485
Estonia,EST,1973,0.5147
Estonia,EST,1974,0.549
Estonia,EST,1975,0.6006
Estonia,EST,1976,0.6617
