Entity,Code,Year,Annual CO2 emissions from coal (per capita)
Czechia,CZE,1980,13.2025
Czechia,CZE,1981,13.1827
Czechia,CZE,1982,13.1866
Czechia,CZE,1983,13.3329
Czechia,CZE,1984,13.6416
Czechia,CZE,1985,13.4215
Czechia,CZE,1986,13.6456
Czechia,CZE,1987,13.4269
Czechia,CZE,1988,13.3197
Czechia,CZE,1989,12.6948
Czechia,CZE,1990,11.9216
Czechia,CZE,1991,10.892
Czechia,CZE,1992,10.2148
Czechia,CZE,1993,9.7259
Czechia,CZE,1994,9.1571
Czechia,CZE,1995,9.1525
Czechia,CZE,1996,9.1946
Czechia,CZE,1997,8.7855
Czechia,CZE,1998,8.0972
Czechia,CZE,1999,7.3439
Czechia,CZE,2000,8.4396
Czechia,CZE,2001,8.2589
Czechia,CZE,2002,8.0654
Czechia,CZE,2003,8.1979
Czechia,CZE,2004,8.1413
Czechia,CZE,2005,7.8598
Czechia,CZE,2006,7.947
Czechia,CZE,2007,8.0711
Czechia,CZE,2008,7.5435
Czechia,CZE,2009,6.9946
Czechia,CZE,2010,7.0886
Czechia,CZE,2011,6.9774
Czechia,CZE,2012,6.6846
Czechia,CZE,2013,6.3588
Czechia,CZE,2014,6.1719
Czechia,CZE,2015,6.107
Czechia,CZE,2016,6.143
Czechia,CZE,2017,6.0828
Czechia,CZE,2018,6.0038
Czechia,CZE,2019,5.3946
Czechia,CZE,2020,4.3742
Democratic Republic of Congo,COD,1920,0.0005
Democratic Republic of Congo,COD,1921,0.0009
Democratic Republic of Congo,COD,1922,0.0098
Democratic Republic of Congo,COD,1923,0.0193
Democratic Republic of Congo,COD,1924,0.0256
Democratic Republic of Congo,COD,1925,0.0201
Democratic Republic of Congo,COD,1926,0.0275
Democratic Republic of Congo,COD,1927,0.0263
Democratic Republic of Congo,COD,1928,0.0292
Democratic Republic of Congo,COD,1929,0.0305
Democratic Republic of Congo,COD,1930,0.0389
Democratic Republic of Congo,COD,1931,0.0246
Democratic Republic of Congo,COD,1932,0.0047
Democratic Republic of Congo,COD,1934,0.0015
Democratic Republic of Congo,COD,1935,0.003
Democratic Republic of Congo,COD,1936,0.0037
Democratic Republic of Congo,COD,1937,0.0099
Democratic Republic of Congo,COD,1938,0.0113
Democratic Republic of Congo,COD,1939,0.0069
Democratic Republic of Congo,COD,1940,0.0063
Democratic Republic of Congo,COD,1941,0.0077
Democratic Republic of Congo,COD,1942,0.0103
Democratic Republic of Congo,COD,1943,0.0172
Democratic Republic of Congo,COD,1944,0.0116
Democratic Republic of Congo,COD,1945,0.012
Democratic Republic of Congo,COD,1946,0.0238
Democratic Republic of Congo,COD,1947,0.0232
Democratic Republic of Congo,COD,1948,0.0265
Democratic Republic of Congo,COD,1949,0.0337
Democratic Republic of Congo,COD,1950,0.0791
Democratic Republic of Congo,COD,1951,0.0852
Democratic Republic of Congo,COD,1952,0.1053
Democratic Republic of Congo,COD,1953,0.1054
Democratic Republic of Congo,COD,1954,0.1189
Democratic Republic of Congo,COD,1955,0.1504
Democratic Republic of Congo,COD,1956,0.124
Democratic Republic of Congo,COD,1957,0.1257
Democratic Republic of Congo,COD,1958,0.0943
Democratic Republic of Congo,COD,1959,0.0845
Democratic Republic of Congo,COD,1960,0.0682
Democratic Republic of Congo,COD,1961,0.0676
Democratic Republic of Congo,COD,1962,0.0523
Democratic Republic of Congo,COD,1963,0.0497
Democratic Republic of Congo,COD,1964,0.0556
Democratic Republic of Congo,COD,1965,0.0678
Democratic Republic of Congo,COD,1966,0.0509
Democratic Republic of Congo,COD,1967,0.0516
Democratic Republic of Congo,COD,1968,0.0391
Democratic Republic of Congo,COD,1969,0.0456
Democratic Republic of Congo,COD,1970,0.0394
Democratic Republic of Congo,COD,1971,0.0426
Democratic Republic of Congo,COD,1972,0.0402
Democratic Republic of Congo,COD,1973,0.0382
Democratic Republic of Congo,COD,1974,0.0373
Democratic Republic of Congo,COD,1975,0.0293
Democratic Republic of Congo,COD,1976,0.0372
Democratic Republic of Congo,COD,1977,0.0366
Democratic Republic of Congo,COD,1978,0.0338
Democratic Republic of Congo,COD,1979,0.0291
Democratic Republic of Congo,COD,1980,0.032
Democratic Republic of Congo,COD,1981,0.0318
Democratic Republic of Congo,COD,1982,0.0297
Democratic Republic of Congo,COD,1983,0.0284
Democratic Republic of Congo,COD,1984,0.0283
Democratic Republic of Congo,COD,1985,0.0275
Democratic Republic of Congo,COD,1986,0.0273
Democratic Republic of Congo,COD,1987,0.027
Democratic Republic of Congo,COD,1988,0.0287
Democratic Republic of Congo,COD,1989,0.0252
Democratic Republic of Congo,COD,1990,0.0257
Denmark,DNK,1843,0.097
Denmark,DNK,1844,0.1116
Denmark,DNK,1845,0.1464
Denmark,DNK,1846,0.1577
Denmark,DNK,1847,0.1184
Denmark,DNK,1848,0.2119
Denmark,DNK,1849,0.1826
Denmark,DNK,1850,0.227
Denmark,DNK,1851,0.2051
Denmark,DNK,1852,0.217
Denmark,DNK,1853,0.2308
Denmark,DNK,1854,0.2907
Denmark,DNK,1855,0.2849
Denmark,DNK,1856,0.4016
Denmark,DNK,1857,0.4057
Denmark,DNK,1858,0.2966
Denmark,DNK,1859,0.374
Denmark,DNK,1860,0.3199
Denmark,DNK,1861,0.4574
Denmark,DNK,1862,0.391
Denmark,DNK,1863,0.4308
Denmark,DNK,1864,0.3662
Denmark,DNK,1865,0.5669
Denmark,DNK,1866,0.5183
Denmark,DNK,1867,0.5008
Denmark,DNK,1868,0.5866
Denmark,DNK,1869,0.5059
Denmark,DNK,1870,0.6055
Denmark,DNK,1871,0.6224
Denmark,DNK,1872,0.5916
Denmark,DNK,1873,0.5915
Denmark,DNK,1874,0.6323
Denmark,DNK,1875,0.7352
Denmark,DNK,1876,0.7701
Denmark,DNK,1877,0.7536
Denmark,DNK,1878,0.7086
Denmark,DNK,1879,0.7923
Denmark,DNK,1880,0.8937
Denmark,DNK,1881,0.9373
Denmark,DNK,1882,0.9955
Denmark,DNK,1883,1.1327
Denmark,DNK,1884,1.1166
Denmark,DNK,1885,1.1594
Denmark,DNK,1886,1.1
Denmark,DNK,1887,1.1172
Denmark,DNK,1888,1.2447
Denmark,DNK,1889,1.316
Denmark,DNK,1890,1.2483
Denmark,DNK,1891,1.3283
Denmark,DNK,1892,1.3063
Denmark,DNK,1893,1.2626
Denmark,DNK,1894,1.4167
Denmark,DNK,1895,1.4525
Denmark,DNK,1896,1.7576
Denmark,DNK,1897,1.8639
Denmark,DNK,1898,1.915
Denmark,DNK,1899,2.0699
Denmark,DNK,1900,2.0065
Denmark,DNK,1901,2.0654
Denmark,DNK,1902,2.0959
Denmark,DNK,1903,2.1553
Denmark,DNK,1904,2.2976
Denmark,DNK,1905,2.2086
Denmark,DNK,1906,2.377
Denmark,DNK,1907,2.0938
Denmark,DNK,1908,2.567
Denmark,DNK,1909,2.8066
Denmark,DNK,1910,2.5464
Denmark,DNK,1911,2.6808
Denmark,DNK,1912,3.1416
Denmark,DNK,1913,3.1856
Denmark,DNK,1914,3.227
Denmark,DNK,1915,3.4141
Denmark,DNK,1916,3.2972
Denmark,DNK,1917,2.3714
Denmark,DNK,1918,2.7353
Denmark,DNK,1919,2.5678
Denmark,DNK,1920,2.2186
Denmark,DNK,1921,2.0746
Denmark,DNK,1922,2.9198
Denmark,DNK,1923,3.1566
Denmark,DNK,1924,3.6679
Denmark,DNK,1925,3.1585
Denmark,DNK,1926,3.0568
Denmark,DNK,1927,3.8571
Denmark,DNK,1928,3.492
Denmark,DNK,1929,4.1893
Denmark,DNK,1930,3.7851
Denmark,DNK,1931,3.9354
Denmark,DNK,1932,3.6689
Denmark,DNK,1933,3.6059
Denmark,DNK,1934,3.8949
Denmark,DNK,1935,4.0311
Denmark,DNK,1936,4.1365
Denmark,DNK,1937,4.2575
Denmark,DNK,1938,3.7887
Denmark,DNK,1939,4.1875
Denmark,DNK,1940,3.7981
Denmark,DNK,1941,4.4278
Denmark,DNK,1942,4.1444
Denmark,DNK,1943,5.1207
Denmark,DNK,1944,4.9795
Denmark,DNK,1945,3.4385
Denmark,DNK,1946,4.2466
Denmark,DNK,1947,5.105
Denmark,DNK,1948,3.9866
Denmark,DNK,1949,3.8946
Denmark,DNK,1950,3.8878
Denmark,DNK,1951,3.6496
Denmark,DNK,1952,3.7665
Denmark,DNK,1953,3.6989
Denmark,DNK,1954,4.0737
Denmark,DNK,1955,3.9835
Denmark,DNK,1956,3.4382
Denmark,DNK,1957,3.0077
Denmark,DNK,1958,3.144
Denmark,DNK,1959,2.808
Denmark,DNK,1960,3.2468
Denmark,DNK,1961,3.1335
Denmark,DNK,1962,3.4175
Denmark,DNK,1963,3.4394
Denmark,DNK,1964,3.156
Denmark,DNK,1965,2.8824
Denmark,DNK,1966,2.9311
Denmark,DNK,1967,2.601
Denmark,DNK,1968,2.5345
Denmark,DNK,1969,2.3468
Denmark,DNK,1970,1.8978
Denmark,DNK,1971,1.1564
Denmark,DNK,1972,1.0675
Denmark,DNK,1973,1.8074
Denmark,DNK,1974,1.6229
Denmark,DNK,1975,2.1393
Denmark,DNK,1976,2.4084
Denmark,DNK,1977,2.6935
Denmark,DNK,1978,2.5192
Denmark,DNK,1979,3.1825
Denmark,DNK,1980,4.2966
Denmark,DNK,1981,3.5294
Denmark,DNK,1982,4.3073
Denmark,DNK,1983,3.8997
Denmark,DNK,1984,4.1763
Denmark,DNK,1985,5.4757
Denmark,DNK,1986,5.2811
Denmark,DNK,1987,5.3672
Denmark,DNK,1988,5.0692
Denmark,DNK,1989,3.9951
Denmark,DNK,1990,4.6693
Denmark,DNK,1991,6.3182
Denmark,DNK,1992,5.2465
Denmark,DNK,1993,5.4812
Denmark,DNK,1994,5.8675
Denmark,DNK,1995,4.8923
Denmark,DNK,1996,6.6865
Denmark,DNK,1997,4.9548
Denmark,DNK,1998,4.192
Denmark,DNK,1999,3.5086
Denmark,DNK,2000,2.9314
Denmark,DNK,2001,3.0903
Denmark,DNK,2002,3.078
Denmark,DNK,2003,4.1903
Denmark,DNK,2004,3.1986
Denmark,DNK,2005,2.6932
Denmark,DNK,2006,4.0417
Denmark,DNK,2007,3.3675
Denmark,DNK,2008,2.9353
Denmark,DNK,2009,2.8565
Denmark,DNK,2010,2.7636
Denmark,DNK,2011,2.3134
Denmark,DNK,2012,1.7963
Denmark,DNK,2013,2.2624
Denmark,DNK,2014,1.7909
Denmark,DNK,2015,1.2733
Denmark,DNK,2016,1.4732
Denmark,DNK,2017,1.091
Denmark,DNK,2018,1.1055
Denmark,DNK,2019,0.6217
Denmark,DNK,2020,0.5322
Dominican Republic,DOM,1953,0.0014
Dominican Republic,DOM,1954,0.0014
Dominican Republic,DOM,1955,0.0013
Dominican Republic,DOM,1956,0.0013
Dominican Republic,DOM,1958,0.0012
Dominican Republic,DOM,1959,0.0012
Dominican Republic,DOM,1960,0.0011
Dominican Republic,DOM,1961,0.0011
Dominican Republic,DOM,1963,0.001
Dominican Republic,DOM,1964,0.001
Dominican Republic,DOM,1965,0.0009
Dominican Republic,DOM,1966,0.0009
Dominican Republic,DOM,1967,0.0009
Dominican Republic,DOM,1968,0.0009
Dominican Republic,DOM,1969,0.0008
Dominican Republic,DOM,1970,0.0008
Dominican Republic,DOM,1971,0.0008
Dominican Republic,DOM,1972,0.0008
Dominican Republic,DOM,1973,0.0008
Dominican Republic,DOM,1974,0.0007
Dominican Republic,DOM,1975,0.0007
Dominican Republic,DOM,1976,0.0007
Dominican Republic,DOM,1977,0.0007
Dominican Republic,DOM,1986,0.0111
Dominican Republic,DOM,1987,0.0915
Dominican Republic,DOM,1988,0.0374
Dominican Republic,DOM,1989,0.0995
Dominican Republic,DOM,1990,0.0036
Dominican Republic,DOM,1991,0.0207
Dominican Republic,DOM,1992,0.05
Dominican Republic,DOM,1993,0.0422
Dominican Republic,DOM,1994,0.0358
Dominican Republic,DOM,1995,0.0375
Dominican Republic,DOM,1996,0.0428
Dominican Republic,DOM,1997,0.0458
Dominican Republic,DOM,1998,0.0874
Dominican Republic,DOM,1999,0.0742
Dominican Republic,DOM,2000,0.029
Dominican Republic,DOM,2001,0.0626
Dominican Republic,DOM,2002,0.071
Dominican Republic,DOM,2003,0.3168
Dominican Republic,DOM,2004,0.2298
Dominican Republic,DOM,2005,0.1389
Dominican Republic,DOM,2006,0.2027
Dominican Republic,DOM,2007,0.2068
Dominican Republic,DOM,2008,0.2231
Dominican Republic,DOM,2009,0.2154
Dominican Republic,DOM,2010,0.1909
Dominican Republic,DOM,2011,0.2562
Dominican Republic,DOM,2012,0.2
Dominican Republic,DOM,2013,0.2429
Dominican Republic,DOM,2014,0.3143
Dominican Republic,DOM,2015,0.2811
Dominican Republic,DOM,2016,0.2763
Dominican Republic,DOM,2017,0.3179
Dominican Republic,DOM,2018,0.3093
Dominican Republic,DOM,2019,0.4739
Dominican Republic,DOM,2020,0.695
EU-27,,1800,0.0445
EU-27,,1801,0.0358
EU-27,,1802,0.1601
EU-27,,1803,0.0355
EU-27,,1804,0.0629
EU-27,,1805,0.0559
EU-27,,1806,0.0499
EU-27,,1807,0.0987
EU-27,,1808,0.0466
EU-27,,1809,0.0461
EU-27,,1810,0.0602
EU-27,,1811,0.058
EU-27,,1812,0.0578
EU-27,,1813,0.053
EU-27,,1814,0.0551
EU-27,,1815,0.0622
EU-27,,1816,0.0866
EU-27,,1817,0.1047
EU-27,,1818,0.1045
EU-27,,1819,0.0987
EU-27,,1820,0.1053
EU-27,,1821,0.1096
EU-27,,1822,0.1135
EU-27,,1823,0.1223
EU-27,,1824,0.1164
EU-27,,1825,0.1374
EU-27,,1826,0.1353
EU-27,,1827,0.1649
EU-27,,1828,0.1664
EU-27,,1829,0.1491
EU-27,,1830,0.1928
EU-27,,1831,0.1646
EU-27,,1832,0.1635
EU-27,,1833,0.1749
EU-27,,1834,0.1896
EU-27,,1835,0.2066
EU-27,,1836,0.2319
EU-27,,1837,0.2499
EU-27,,1838,0.2632
EU-27,,1839,0.2643
EU-27,,1840,0.2975
EU-27,,1841,0.3182
EU-27,,1842,0.3402
EU-27,,1843,0.3229
EU-27,,1844,0.3444
EU-27,,1845,0.3895
EU-27,,1846,0.4229
EU-27,,1847,0.4575
EU-27,,1848,0.4211
EU-27,,1849,0.4321
EU-27,,1850,0.4372
EU-27,,1851,0.4762
EU-27,,1852,0.531
EU-27,,1853,0.5844
EU-27,,1854,0.6718
EU-27,,1855,0.7198
EU-27,,1856,0.7769
EU-27,,1857,0.8047
EU-27,,1858,0.7726
EU-27,,1859,0.7541
EU-27,,1860,0.6388
EU-27,,1861,0.6978
EU-27,,1862,0.7504
EU-27,,1863,0.7755
EU-27,,1864,0.8332
EU-27,,1865,0.8984
EU-27,,1866,0.9164
EU-27,,1867,0.9571
EU-27,,1868,0.9968
EU-27,,1869,1.0316
EU-27,,1870,1.0053
EU-27,,1871,1.0656
EU-27,,1872,1.176
EU-27,,1873,1.2492
EU-27,,1874,1.084
EU-27,,1875,1.2456
EU-27,,1876,1.3164
EU-27,,1877,1.2742
EU-27,,1878,1.3072
EU-27,,1879,1.3474
EU-27,,1880,1.5405
EU-27,,1881,1.5118
EU-27,,1882,1.6242
EU-27,,1883,1.6886
EU-27,,1884,1.723
EU-27,,1885,1.7059
EU-27,,1886,1.7257
EU-27,,1887,1.7935
EU-27,,1888,1.8775
EU-27,,1889,2.0018
EU-27,,1890,2.0762
EU-27,,1891,2.1436
EU-27,,1892,2.0519
EU-27,,1893,2.0699
EU-27,,1894,2.1582
EU-27,,1895,2.2055
EU-27,,1896,2.3171
EU-27,,1897,2.4322
EU-27,,1898,2.5191
EU-27,,1899,2.6329
EU-27,,1900,2.7795
EU-27,,1901,2.7455
EU-27,,1902,2.6693
EU-27,,1903,2.8227
EU-27,,1904,2.8488
EU-27,,1905,2.9697
EU-27,,1906,3.0025
EU-27,,1907,3.3967
EU-27,,1908,3.4861
EU-27,,1909,3.4304
EU-27,,1910,3.4278
EU-27,,1911,3.5428
EU-27,,1912,3.8735
EU-27,,1913,4.0295
EU-27,,1914,3.5087
EU-27,,1915,3.2236
EU-27,,1916,3.3991
EU-27,,1917,3.3801
EU-27,,1918,3.1864
EU-27,,1919,2.4268
EU-27,,1920,3.0366
EU-27,,1921,3.1414
EU-27,,1922,3.2398
EU-27,,1923,2.8653
EU-27,,1924,3.4043
EU-27,,1925,3.3703
EU-27,,1926,3.2396
EU-27,,1927,3.6344
EU-27,,1928,3.6369
EU-27,,1929,3.9634
EU-27,,1930,3.5384
EU-27,,1931,3.1402
EU-27,,1932,2.7287
EU-27,,1933,2.7808
EU-27,,1934,2.9573
EU-27,,1935,3.0647
EU-27,,1936,3.1707
EU-27,,1937,3.5792
EU-27,,1938,3.5926
EU-27,,1939,3.7212
EU-27,,1940,3.914
EU-27,,1941,3.9476
EU-27,,1942,4.0058
EU-27,,1943,3.9734
EU-27,,1944,3.4132
EU-27,,1945,1.4062
EU-27,,1946,2.441
EU-27,,1947,2.7733
EU-27,,1948,2.9966
EU-27,,1949,3.2871
EU-27,,1950,3.4308
EU-27,,1951,3.7731
EU-27,,1952,3.8522
EU-27,,1953,3.8305
EU-27,,1954,3.9692
EU-27,,1955,4.1897
EU-27,,1956,4.3817
EU-27,,1957,4.4296
EU-27,,1958,4.2319
EU-27,,1959,4.1516
EU-27,,1960,4.3447
EU-27,,1961,4.4002
EU-27,,1962,4.5048
EU-27,,1963,4.6258
EU-27,,1964,4.5957
EU-27,,1965,4.3803
EU-27,,1966,4.2197
EU-27,,1967,4.0962
EU-27,,1968,4.1186
EU-27,,1969,4.21
EU-27,,1970,3.9659
EU-27,,1971,3.8244
EU-27,,1972,3.6966
EU-27,,1973,3.7048
EU-27,,1974,3.7335
EU-27,,1975,3.6095
EU-27,,1976,3.7967
EU-27,,1977,3.7194
EU-27,,1978,3.7767
EU-27,,1979,3.9124
EU-27,,1980,4.0163
EU-27,,1981,3.9032
EU-27,,1982,3.9368
EU-27,,1983,3.9318
EU-27,,1984,4.0852
EU-27,,1985,4.1975
EU-27,,1986,4.1109
EU-27,,1987,4.113
EU-27,,1988,4.0154
EU-27,,1989,3.9763
EU-27,,1990,3.8943
EU-27,,1991,3.6709
EU-27,,1992,3.416
EU-27,,1993,3.2627
EU-27,,1994,3.2067
EU-27,,1995,3.1623
EU-27,,1996,3.1548
EU-27,,1997,3.0373
EU-27,,1998,2.9076
EU-27,,1999,2.7638
EU-27,,2000,2.8249
EU-27,,2001,2.8077
EU-27,,2002,2.8106
EU-27,,2003,2.877
EU-27,,2004,2.8558
EU-27,,2005,2.7618
EU-27,,2006,2.7958
EU-27,,2007,2.8347
EU-27,,2008,2.6248
EU-27,,2009,2.3078
EU-27,,2010,2.4274
EU-27,,2011,2.4674
EU-27,,2012,2.4568
EU-27,,2013,2.3886
EU-27,,2014,2.2981
EU-27,,2015,2.2861
EU-27,,2016,2.1711
EU-27,,2017,2.1368
EU-27,,2018,2.0246
EU-27,,2019,1.6623
EU-27,,2020,1.3427
EU-28,,1750,1.0067
EU-28,,1760,1.0198
EU-28,,1770,1.1835
EU-28,,1780,1.3767
EU-28,,1790,1.6648
EU-28,,1800,0.7374
EU-28,,1801,0.7243
EU-28,,1802,0.5125
EU-28,,1803,0.7956
EU-28,,1804,0.4914
EU-28,,1805,0.8227
EU-28,,1806,0.8525
EU-28,,1807,0.8227
EU-28,,1808,0.8302
EU-28,,1809,0.8201
EU-28,,1810,0.5042
EU-28,,1811,0.5265
EU-28,,1812,0.5366
EU-28,,1813,0.5296
EU-28,,1814,0.5312
EU-28,,1815,0.5381
EU-28,,1816,0.5788
EU-28,,1817,0.5885
EU-28,,1818,0.5788
EU-28,,1819,0.551
EU-28,,1820,0.5504
EU-28,,1821,0.5508
EU-28,,1822,0.566
EU-28,,1823,0.5931
EU-28,,1824,0.6072
EU-28,,1825,0.6236
EU-28,,1826,0.6227
EU-28,,1827,0.6616
EU-28,,1828,0.6612
EU-28,,1829,0.6506
EU-28,,1830,0.7052
EU-28,,1831,0.6609
EU-28,,1832,0.6542
EU-28,,1833,0.6585
EU-28,,1834,0.6631
EU-28,,1835,0.6816
EU-28,,1836,0.7855
EU-28,,1837,0.7742
EU-28,,1838,0.796
EU-28,,1839,0.795
EU-28,,1840,0.8413
EU-28,,1841,0.8606
EU-28,,1842,0.9008
EU-28,,1843,0.9049
EU-28,,1844,0.9504
EU-28,,1845,1.03
EU-28,,1846,1.0101
EU-28,,1847,1.0892
EU-28,,1848,1.12
EU-28,,1849,1.1724
EU-28,,1850,1.1692
EU-28,,1851,1.1777
EU-28,,1852,1.215
EU-28,,1853,1.2495
EU-28,,1854,1.4735
EU-28,,1855,1.4349
EU-28,,1856,1.555
EU-28,,1857,1.5555
EU-28,,1858,1.4554
EU-28,,1859,1.5243
EU-28,,1860,1.3669
EU-28,,1861,1.4464
EU-28,,1862,1.4587
EU-28,,1863,1.5257
EU-28,,1864,1.6342
EU-28,,1865,1.7382
EU-28,,1866,1.7758
EU-28,,1867,1.8157
EU-28,,1868,1.8239
EU-28,,1869,1.8939
EU-28,,1870,1.8686
EU-28,,1871,1.9718
EU-28,,1872,2.1147
EU-28,,1873,2.21
EU-28,,1874,2.0269
EU-28,,1875,2.2177
EU-28,,1876,2.2831
EU-28,,1877,2.2579
EU-28,,1878,2.2564
EU-28,,1879,2.2727
EU-28,,1880,2.5252
EU-28,,1881,2.5391
EU-28,,1882,2.6576
EU-28,,1883,2.7361
EU-28,,1884,2.7397
EU-28,,1885,2.6877
EU-28,,1886,2.6957
EU-28,,1887,2.7752
EU-28,,1888,2.869
EU-28,,1889,3.0272
EU-28,,1890,3.0986
EU-28,,1891,3.1724
EU-28,,1892,3.0386
EU-28,,1893,2.9103
EU-28,,1894,3.14
EU-28,,1895,3.1816
EU-28,,1896,3.303
EU-28,,1897,3.4258
EU-28,,1898,3.4911
EU-28,,1899,3.6715
EU-28,,1900,3.8025
EU-28,,1901,3.7307
EU-28,,1902,3.7054
EU-28,,1903,3.8359
EU-28,,1904,3.8519
EU-28,,1905,3.9621
EU-28,,1906,4.0285
EU-28,,1907,4.4188
EU-28,,1908,4.4443
EU-28,,1909,4.3982
EU-28,,1910,4.3865
EU-28,,1911,4.5272
EU-28,,1912,4.7402
EU-28,,1913,4.9733
EU-28,,1914,4.483
EU-28,,1915,4.2585
EU-28,,1916,4.4667
EU-28,,1917,4.4164
EU-28,,1918,4.1239
EU-28,,1919,3.4494
EU-28,,1920,4.0387
EU-28,,1921,3.6617
EU-28,,1922,4.0799
EU-28,,1923,3.8317
EU-28,,1924,4.338
EU-28,,1925,4.2234
EU-28,,1926,3.5057
EU-28,,1927,4.4861
EU-28,,1928,4.3986
EU-28,,1929,4.7444
EU-28,,1930,4.3135
EU-28,,1931,3.8815
EU-28,,1932,3.4737
EU-28,,1933,3.5009
EU-28,,1934,3.7317
EU-28,,1935,3.834
EU-28,,1936,3.9854
EU-28,,1937,4.3718
EU-28,,1938,4.3203
EU-28,,1939,4.446
EU-28,,1940,4.6716
EU-28,,1941,4.6847
EU-28,,1942,4.7318
EU-28,,1943,4.6533
EU-28,,1944,4.1319
EU-28,,1945,2.3221
EU-28,,1946,3.2572
EU-28,,1947,3.61
EU-28,,1948,3.8156
EU-28,,1949,4.0769
EU-28,,1950,4.1703
EU-28,,1951,4.5464
EU-28,,1952,4.5665
EU-28,,1953,4.5637
EU-28,,1954,4.6917
EU-28,,1955,4.917
EU-28,,1956,5.0639
EU-28,,1957,5.0672
EU-28,,1958,4.8284
EU-28,,1959,4.6685
EU-28,,1960,4.8844
EU-28,,1961,4.9119
EU-28,,1962,4.9813
EU-28,,1963,5.0833
EU-28,,1964,5.0181
EU-28,,1965,4.8135
EU-28,,1966,4.6226
EU-28,,1967,4.4285
EU-28,,1968,4.4475
EU-28,,1969,4.5177
EU-28,,1970,4.2664
EU-28,,1971,4.1134
EU-28,,1972,3.8905
EU-28,,1973,3.9016
EU-28,,1974,3.8531
EU-28,,1975,3.7715
EU-28,,1976,3.9319
EU-28,,1977,3.8549
EU-28,,1978,3.8786
EU-28,,1979,4.046
EU-28,,1980,4.0918
EU-28,,1981,3.9935
EU-28,,1982,3.9868
EU-28,,1983,3.9873
EU-28,,1984,3.973
EU-28,,1985,4.1922
EU-28,,1986,4.1451
EU-28,,1987,4.1686
EU-28,,1988,4.0611
EU-28,,1989,4.017
EU-28,,1990,3.9571
EU-28,,1991,3.7611
EU-28,,1992,3.5021
EU-28,,1993,3.3032
EU-28,,1994,3.2272
EU-28,,1995,3.1586
EU-28,,1996,3.133
EU-28,,1997,2.9906
EU-28,,1998,2.874
EU-28,,1999,2.7138
EU-28,,2000,2.779
EU-28,,2001,2.7817
EU-28,,2002,2.759
EU-28,,2003,2.8393
EU-28,,2004,2.8077
EU-28,,2005,2.7239
EU-28,,2006,2.7769
EU-28,,2007,2.7874
EU-28,,2008,2.5766
EU-28,,2009,2.2454
EU-28,,2010,2.3555
EU-28,,2011,2.3862
EU-28,,2012,2.4359
EU-28,,2013,2.3632
EU-28,,2014,2.2291
EU-28,,2015,2.1699
EU-28,,2016,1.9824
EU-28,,2017,1.9341
EU-28,,2018,1.8232
EU-28,,2019,1.4911
EU-28,,2020,1.2092
Egypt,EGY,1950,0.0249
Egypt,EGY,1951,0.0322
Egypt,EGY,1952,0.022
Egypt,EGY,1953,0.0083
Egypt,EGY,1954,0.0143
Egypt,EGY,1955,0.0112
Egypt,EGY,1956,0.0098
Egypt,EGY,1957,0.0179
Egypt,EGY,1958,0.0265
Egypt,EGY,1959,0.0081
Egypt,EGY,1960,0.0155
Egypt,EGY,1961,0.0285
Egypt,EGY,1962,0.0252
Egypt,EGY,1963,0.0245
Egypt,EGY,1964,0.0409
Egypt,EGY,1965,0.0337
Egypt,EGY,1966,0.0216
Egypt,EGY,1967,0.0346
Egypt,EGY,1968,0.0351
Egypt,EGY,1969,0.0374
Egypt,EGY,1970,0.0356
Egypt,EGY,1971,0.0259
Egypt,EGY,1972,0.026
Egypt,EGY,1973,0.0243
Egypt,EGY,1974,0.0409
Egypt,EGY,1975,0.0924
Egypt,EGY,1976,0.0579
Egypt,EGY,1977,0.063
Egypt,EGY,1978,0.0482
Egypt,EGY,1979,0.043
Egypt,EGY,1980,0.042
Egypt,EGY,1981,0.0652
Egypt,EGY,1982,0.0707
Egypt,EGY,1983,0.0483
Egypt,EGY,1984,0.0471
Egypt,EGY,1985,0.0462
Egypt,EGY,1986,0.0546
Egypt,EGY,1987,0.0562
Egypt,EGY,1988,0.0484
Egypt,EGY,1989,0.0517
Egypt,EGY,1990,0.0599
Egypt,EGY,1991,0.047
Egypt,EGY,1992,0.0442
Egypt,EGY,1993,0.057
Egypt,EGY,1994,0.0604
Egypt,EGY,1995,0.0393
Egypt,EGY,1996,0.0539
Egypt,EGY,1997,0.0439
Egypt,EGY,1998,0.0422
Egypt,EGY,1999,0.0371
Egypt,EGY,2000,0.0457
Egypt,EGY,2001,0.0392
Egypt,EGY,2002,0.0414
Egypt,EGY,2003,0.0421
Egypt,EGY,2004,0.043
Egypt,EGY,2005,0.0406
Egypt,EGY,2006,0.0381
Egypt,EGY,2007,0.0373
Egypt,EGY,2008,0.0358
Egypt,EGY,2009,0.0331
Egypt,EGY,2010,0.0498
Egypt,EGY,2011,0.0201
Egypt,EGY,2012,0.0209
Egypt,EGY,2013,0.0192
Egypt,EGY,2014,0.0165
Egypt,EGY,2015,0.0145
Egypt,EGY,2016,0.017
Egypt,EGY,2017,0.0144
Egypt,EGY,2018,0.011
Egypt,EGY,2019,0.0099
Egypt,EGY,2020,0.0037
El Salvador,SLV,1993,0.0007
El Salvador,SLV,1994,0.0007
El Salvador,SLV,1995,0.0007
El Salvador,SLV,1996,0.0006
El Salvador,SLV,1997,0.0006
