Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Australia,AUS,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.3600006103516,19.4300003051758,19.8899993896484,19.0599994659424
Australia,AUS,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,78.0199966430664,77.9700012207031,77.5,78.379997253418
Australia,AUS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,26.9868568367613,26.6087236275048,26.2155266622028,26.1900455650623
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,19.2698631393026,21.2253185048263,21.8697129487245,24.1697272878614
Australia,AUS,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,14.6721387780092,13.6692292413532,11.8402229798837,11.0735748628275
Australia,AUS,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,7.10054991552731,6.47460614196318,6.51964350237477,7.15905197722079
Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,17.4254877132405,17.4229136169693,17.4213145571644,17.4213145571644
Australia,AUS,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,0.146591209478831,0.19208547794195,0.18182323041867,0.153126162056013
Australia,AUS,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,25.5970931899786,21.2467770615628,23.0697197236645,18.9273624618609
Australia,AUS,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,9.28820921162608,10.3643937175361,13.3124670386402,12.5887255255847
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,54090,51480,53070,54910
Australia,AUS,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,9.9972448891,9.5439699421,10.3576596617,10.3545827119
Australia,AUS,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,1.3073272223,1.0596676585,1.0028581022,1.1018691108
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.5478988311826,20.714437559185,21.5125131175846,21.6753124505454
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.3275125713017,23.4671582218979,24.1399368185503,25.3279677406758
Australia,AUS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,13.6699691597986,13.699767862513,13.6607566306047,14.0201026209304
Australia,AUS,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,13.7533178194281,11.7000862228336,11.3860355430748,11.1813862518594
Australia,AUS,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,77.3414048013068,72.3483457099381,72.7881083813597,73.5295121738388
Australia,AUS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,6.08549932920885,5.79873746244275,5.77727182456784,5.61511806427613
Australia,AUS,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,21.8180222008308,19.7150677593975,20.6364079512663,18.8131126786951
Australia,AUS,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,29.4172710074097,29.6055070692091,30.193063321747,28.4775231359835
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,32.2184302883919,34.6610096264794,34.474890116151,35.3869112868585
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.08368922475255,1.99757726645313,1.89062224595723,1.87974326651011
Australia,AUS,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,2.5834771004582,3.17946648277985,2.8518880552556,2.97336542733231
Australia,AUS,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.576892048625618,0.693519468779271,1.33910351652807,1.20224282535095
Australia,AUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.171619814628664,0.210123173418994,0.314528235503313,0.368744009615464
Australia,AUS,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,31.5276868491055,29.6710012445182,27.4374181404649,32.7595818345688
Australia,AUS,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.58269523808239,1.39969018568347,1.45919805721329,1.28833162132995
Australia,AUS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.5672,3.6778,3.7595,..
Australia,AUS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,68.2213297107394,67.0145295268497,66.6572433484215,66.0647159531155
Australia,AUS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,4.07366791539908,5.05616495176996,5.48041543739468,5.35585560534643
Australia,AUS,Trade (% of GDP),NE.TRD.GNFS.ZS,40.8177619704852,41.9397560640113,43.3822260663091,45.8450397384068
Brazil,BRA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,4.95909696960633,4.73548582058489,5.42597555144842,5.76162957154365
Brazil,BRA,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.24803505029771,1.20644998586571,1.07921787237013,1.03432296219445
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.89135358685971,4.60059169575972,4.42039930378329,4.40176323545758
Brazil,BRA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.00624388259432251,0.0053033913759956,0.00717557775582934,0.00538453669775302
Brazil,BRA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,10.1400003433228,9.46000003814697,9.26000022888184,9.07999992370605
Brazil,BRA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.8899993896484,20.4799995422363,20.1299991607666,19.9899997711182
Brazil,BRA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,68.9800033569336,70.0699996948242,70.6100006103516,70.9400024414063
Brazil,BRA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,36.491652740934,36.2477144302743,35.4542411829326,34.735073371303
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.4666790443888,12.5189678685484,14.6349994952986,14.1053621286953
Brazil,BRA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,37.8781920348681,36.100421067739,34.6388141329659,34.5257188598661
Brazil,BRA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,7.41184641627845,6.31644687022097,5.37762488995799,5.38666166248362
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,60.0710325503043,59.8328814784151,59.7084279516735,59.5585261792696
Brazil,BRA,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,0.798907219663037,0.755872803304123,0.819184516373365,0.618305703903138
Brazil,BRA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,6.45092925727756,8.70889234313258,12.7686623526553,13.7087048221633
Brazil,BRA,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,12.3477432220237,14.695465945583,15.1068022628633,13.8569558321285
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,8920,8700,9170,9270
Brazil,BRA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,8.4376375676,10.1130476571,8.8073816557,9.0246758586
Brazil,BRA,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,0.3896126807,0.3569431926,0.3518526042,0.3459215172
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,12.067003034456,11.8007665046081,14.2412038821035,14.3505751865419
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,18.3547582771232,18.1885023093992,18.7490514539899,18.4088426878827
Brazil,BRA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,8.38406048505431,9.84804690416037,8.30927161881314,7.87235439642518
Brazil,BRA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,36.1209005164933,34.8248255945712,32.3576393772189,30.1943924680477
Brazil,BRA,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,75.8815025634066,74.5247970330742,74.9794863312992,76.3623082425581
Brazil,BRA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.7864511156539,10.7214980110027,10.5284573797129,10.1410039383075
Brazil,BRA,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,43.0342295848725,41.2709276956336,43.175962853346,39.2596001355362
Brazil,BRA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,32.7776980511883,35.021517874747,33.7445025558587,33.7445025557686
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,18.3017337235329,18.1865436695851,22.3183513404402,21.8206253766281
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.34797541299482,1.41448561149999,1.49420335261882,1.40798851592398
Brazil,BRA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.771513187630234,0.827321629882234,0.870389788298411,0.758071252625567
Brazil,BRA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0251408375502154,0.0344938321518708,0.0580354729270314,0.0452732051001972
Brazil,BRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.820121600810678,1.23533807389309,2.05380627090789,2.03819585673231
Brazil,BRA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,11.7957522972919,13.0831096926611,12.6374481384295,14.150817909854
Brazil,BRA,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,3.10841474987749,3.25434809975745,3.45407270451376,3.35328533127341
Brazil,BRA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,2.1652,..,2.3106
Brazil,BRA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,63.2036958347051,63.3386728588763,62.6533503537407,63.1855656061928
Brazil,BRA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.42192672824849,2.85832973060732,3.80859162626252,3.46523055505897
Brazil,BRA,Trade (% of GDP),NE.TRD.GNFS.ZS,24.5336820788448,24.3197343731565,28.876203377402,28.4559373152372
China,CHN,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.441975773657012,0.417099071453859,0.418352625994981,0.394508233632562
China,CHN,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,3.47667870987318,3.93864466996437,3.57402709222881,2.98511938732089
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.0572875346436,7.46356501656873,7.04302025319625,7.14369124773749
China,CHN,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.413619945433841,0.539149611464778,0.577117158510234,0.427944417703457
China,CHN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,27.7000007629395,26.9799995422363,26.0699996948242,25.3299999237061
China,CHN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,28.7999992370605,28.1100006103516,28.3199996948242,27.4200000762939
China,CHN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,43.5,44.9099998474121,45.6100006103516,47.25
China,CHN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,19.5843800536482,19.6922769882201,19.1121035364139,18.4099923582526
China,CHN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,3.1561811026256,3.04846221459923,2.90088960598067,2.87640252479701
China,CHN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,6.27560662997254,6.60739473506711,6.18493184110085,6.64707771728362
China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,22.5428773041647,22.7423102916965,22.9417353835101,23.1411655427356
China,CHN,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,0.10477693642641,0.120121419021455,0.0998953826431864,0.0766232685746955
China,CHN,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1.28100090225447,1.56355744226371,1.86944936033202,1.88242083809047
China,CHN,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,11.1167781323088,14.5851040800881,17.4874111918757,16.6084849518498
China,CHN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,8210,8670,9540,10310
China,CHN,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,23.7559196222,22.7191883218,22.674412927,22.4847526152
China,CHN,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,26.4976248353,27.0686127356,27.3081820018,26.5022295728
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,17.3100349631628,17.9401362522062,18.4536805657234,17.4801037593744
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,39.5806215023229,39.8516984492394,39.6870118233777,38.5874034176057
China,CHN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,..,..,..,..
China,CHN,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,93.7166983248141,93.5117115153732,93.2435231075255,93.0651842032112
China,CHN,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,64.8614647235407,59.7631665242979,58.3018544905937,59.9461315551825
China,CHN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,28.0694422377257,28.1089368715581,27.8410111544612,26.7747217680985
China,CHN,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,59.1277397999306,59.9562754973057,60.5250946479758,60.2616073793171
China,CHN,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,41.4512685198934,41.4512685201663,41.4512685195502,41.4512685204722
China,CHN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,32.8092786458549,33.3631309589963,33.2673889640686,32.0578644720325
China,CHN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.77069571932743,1.74645507017874,1.73953368321942,1.7278278625043
China,CHN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.185154765828943,0.24242055856965,0.18506034562994,0.230990341515073
China,CHN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0888152681104434,0.0990235519131263,0.171450952609351,0.13603806180302
China,CHN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.254905625928507,0.331717045794738,0.434241039388983,0.383458587815659
China,CHN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,1.1276179315907,1.20473207895855,1.32273755740696,1.26570099299335
China,CHN,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,9.42680502810658,11.3030416769297,10.6878689682649,11.1766938119081
China,CHN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.8647,1.9798,..,..
China,CHN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,52.3620909629129,52.6847365341798,53.2699679233934,54.2689053346568
China,CHN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.04727254172814,1.33243218676375,1.46776487878169,1.2550546774119
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,36.894415016811,37.6324132404263,37.5657841021374,35.890096117627
France,FRA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.947032109379819,0.970317586236118,0.918611277343454,0.8934953158982
France,FRA,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.16015552691,1.13373778838561,1.15787284045198,1.08647160935955
France,FRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.43711486668854,1.54241477388973,1.64887661606241,1.52245926892254
France,FRA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0
France,FRA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.85999989509583,2.60999989509583,2.5,2.52999997138977
France,FRA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.2299995422363,20.4099998474121,20.2399997711182,20.4300003051758
France,FRA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,76.9100036621094,76.9800033569336,77.2699966430664,77.0400009155273
France,FRA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,47.8819262450825,47.7079907123412,46.7539116813481,46.2617660150105
France,FRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.2475371833945,30.9486331871,31.7136672102555,31.5920554143668
France,FRA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,12.4319611857419,12.5457741611797,12.3120933890898,12.3511915001067
France,FRA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,9.81267639564511,9.66271975111075,9.41074349885758,9.32501105928207
France,FRA,Forest area (% of land area),AG.LND.FRST.ZS,30.8997967334908,31.0521096433796,31.2044225532684,31.3567354631573
France,FRA,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,0.0373896656541701,0.0309240133916481,0.0332316457049804,0.0279488586803114
France,FRA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,2.30761306141442,2.80075978353131,3.2924656779979,2.77533649335586
France,FRA,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,8.39759646345711,9.8193918847198,11.2949551187319,10.3438415418189
France,FRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,39070,38270,41150,42510
France,FRA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,6.6668940872,6.5069958603,6.1356073148,6.1789796291
France,FRA,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,3.9815761092,3.9333129504,3.9615667235,3.7850546375
France,FRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,30.852605198715,32.0132141063066,32.7242853866575,32.549417775836
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,17.4341320487761,17.241152651745,17.188379329634,17.4246759666644
France,FRA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.1778989706624,6.26744078875136,6.16723737202192,6.60700041882471
France,FRA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,79.6980201483709,79.9472167079973,79.7942113160353,80.5034605525546
France,FRA,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,78.2723729361798,76.8047832766779,75.4497273259296,76.6724886101659
France,FRA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.2830230483558,10.136285162817,9.97175143633537,10.0078149517873
France,FRA,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,66.9941090565888,66.0612843591408,65.8786801370286,66.5351982576902
France,FRA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,51.1359574344645,50.7787758757821,52.4091084718119,50.4174390456962
France,FRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,43.2502013096804,44.6020688771368,45.1199353542504,44.9126887392128
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.91728236804142,1.90864201234437,1.84505339891481,1.8454911956468
France,FRA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,2.0463039794342E-05,3.34505376506452E-05,3.05277318505668E-05,0
France,FRA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,3.91176821395762E-05,4.51418168667663E-05,3.43984300103859E-05,..
France,FRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.00400561043774641,0.00542054871380485,0.00839532670473376,0.0071993579666598
France,FRA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,1.93198020013205,2.17114520787008,2.16882046923084,2.01518529874822
France,FRA,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,2.14709086243327,2.34143578865297,2.44660020133355,2.31697286540855
France,FRA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,6.4752,6.5131,6.5344,..
France,FRA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,70.505418442713,70.2853682807471,70.0962126783413,70.0435873295223
France,FRA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.0414548568138505,0.0364231544599704,0.0416918985715751,0.0351482166469712
France,FRA,Trade (% of GDP),NE.TRD.GNFS.ZS,61.1001423821095,62.9618472934066,64.437952596913,64.1414731902028
Germany,DEU,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.794632278169598,0.734510677779847,0.748763235803009,0.738933189835248
Germany,DEU,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.42970591001679,1.35762611016439,1.30445032831117,1.21273411795891
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.69843112985447,0.851748919550925,0.689013201261335,0.778988584507752
Germany,DEU,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.013788055705743,0.0174318842664745,0.0175851679565551,0.013416159551218
Germany,DEU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,1.30999994277954,1.27999997138977,1.25,1.21000003814697
Germany,DEU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,27.3799991607666,27.3999996185303,27.3400001525879,27.1800003051758
Germany,DEU,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,71.3099975585938,71.3199996948242,71.4100036621094,71.6100006103516
